rule_code,severity,scene_id,shot_id,asset_id,title,reason,recommendation
MISSING_VISUAL,high,S09,,,Создать материал: sled silhouette,Шот 67 не имеет назначенного материала; нужен для сцены 'Сто пять человек уходят пешком'.,"Ultra photorealistic historical documentary frame. Scene: Сто пять человек уходят пешком. Required visual: sled silhouette. Emotion: неизвестность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S09,,,Создать материал: people snow trail,Шот 68 не имеет назначенного материала; нужен для сцены 'Сто пять человек уходят пешком'.,"Ultra photorealistic historical documentary frame. Scene: Сто пять человек уходят пешком. Required visual: people snow trail. Emotion: неизвестность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S09,,,Создать материал: footprints snow,Шот 69 не имеет назначенного материала; нужен для сцены 'Сто пять человек уходят пешком'.,"Ultra photorealistic historical documentary frame. Scene: Сто пять человек уходят пешком. Required visual: footprints snow. Emotion: неизвестность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S09,,,Создать материал: white horizon,Шот 70 не имеет назначенного материала; нужен для сцены 'Сто пять человек уходят пешком'.,"Ultra photorealistic historical documentary frame. Scene: Сто пять человек уходят пешком. Required visual: white horizon. Emotion: неизвестность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S09,,,Создать материал: sled silhouette,Шот 71 не имеет назначенного материала; нужен для сцены 'Сто пять человек уходят пешком'.,"Ultra photorealistic historical documentary frame. Scene: Сто пять человек уходят пешком. Required visual: sled silhouette. Emotion: неизвестность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S10,,,Создать материал: wood runners,Шот 74 не имеет назначенного материала; нужен для сцены 'Шлюпка на санях'.,"Ultra photorealistic historical documentary frame. Scene: Шлюпка на санях. Required visual: wood runners. Emotion: недоумение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S10,,,Создать материал: boat interior,Шот 75 не имеет назначенного материала; нужен для сцены 'Шлюпка на санях'.,"Ultra photorealistic historical documentary frame. Scene: Шлюпка на санях. Required visual: boat interior. Emotion: недоумение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S10,,,Создать материал: wood runners,Шот 78 не имеет назначенного материала; нужен для сцены 'Шлюпка на санях'.,"Ultra photorealistic historical documentary frame. Scene: Шлюпка на санях. Required visual: wood runners. Emotion: недоумение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S10,,,Создать материал: boat interior,Шот 79 не имеет назначенного материала; нужен для сцены 'Шлюпка на санях'.,"Ultra photorealistic historical documentary frame. Scene: Шлюпка на санях. Required visual: boat interior. Emotion: недоумение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S10,,,Создать материал: silver spoon,Шот 80 не имеет назначенного материала; нужен для сцены 'Шлюпка на санях'.,"Ultra photorealistic historical documentary frame. Scene: Шлюпка на санях. Required visual: silver spoon. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: object close,Шот 81 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: object close. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: book archive,Шот 82 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: book archive. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: rifle detail,Шот 83 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: rifle detail. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: silver spoon,Шот 84 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: silver spoon. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: object close,Шот 85 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: object close. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: book archive,Шот 86 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: book archive. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S11,,,Создать материал: rifle detail,Шот 87 не имеет назначенного материала; нужен для сцены 'Странный груз'.,"Ultra photorealistic historical documentary frame. Scene: Странный груз. Required visual: rifle detail. Emotion: нарастающее непонимание. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S12,,,Создать материал: bone close,Шот 89 не имеет назначенного материала; нужен для сцены 'Кости и спорные улики'.,"Ultra photorealistic historical documentary frame. Scene: Кости и спорные улики. Required visual: bone close. Emotion: шок без акцента. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S12,,,Создать материал: archive folder,Шот 91 не имеет назначенного материала; нужен для сцены 'Кости и спорные улики'.,"Ultra photorealistic historical documentary frame. Scene: Кости и спорные улики. Required visual: archive folder. Emotion: шок без акцента. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S12,,,Создать материал: bone close,Шот 93 не имеет назначенного материала; нужен для сцены 'Кости и спорные улики'.,"Ultra photorealistic historical documentary frame. Scene: Кости и спорные улики. Required visual: bone close. Emotion: шок без акцента. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S12,,,Создать материал: archive folder,Шот 95 не имеет назначенного материала; нужен для сцены 'Кости и спорные улики'.,"Ultra photorealistic historical documentary frame. Scene: Кости и спорные улики. Required visual: archive folder. Emotion: шок без акцента. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: beechy camp,Шот 98 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: beechy camp. Emotion: сосредоточенность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: forensic dig,Шот 99 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: forensic dig. Emotion: сосредоточенность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: wood coffin,Шот 100 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: wood coffin. Emotion: сосредоточенность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: beechy camp,Шот 102 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: beechy camp. Emotion: сосредоточенность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: forensic dig,Шот 103 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: forensic dig. Emotion: сосредоточенность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: wood coffin,Шот 104 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: wood coffin. Emotion: сосредоточенность. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S13,,,Создать материал: archive portrait,Шот 106 не имеет назначенного материала; нужен для сцены 'Наука возвращается на Бичи'.,"Ultra photorealistic historical documentary frame. Scene: Наука возвращается на Бичи. Required visual: archive portrait. Emotion: удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S14,,,Создать материал: clothing detail,Шот 108 не имеет назначенного материала; нужен для сцены 'Торрингтон и масштаб исследования'.,"Ultra photorealistic historical documentary frame. Scene: Торрингтон и масштаб исследования. Required visual: clothing detail. Emotion: удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S14,,,Создать материал: archive portrait,Шот 110 не имеет назначенного материала; нужен для сцены 'Торрингтон и масштаб исследования'.,"Ultra photorealistic historical documentary frame. Scene: Торрингтон и масштаб исследования. Required visual: archive portrait. Emotion: удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S14,,,Создать материал: clothing detail,Шот 112 не имеет назначенного материала; нужен для сцены 'Торрингтон и масштаб исследования'.,"Ultra photorealistic historical documentary frame. Scene: Торрингтон и масштаб исследования. Required visual: clothing detail. Emotion: удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S14,,,Создать материал: lead can archive,Шот 114 не имеет назначенного материала; нужен для сцены 'Торрингтон и масштаб исследования'.,"Ultra photorealistic historical documentary frame. Scene: Торрингтон и масштаб исследования. Required visual: lead can archive. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S15,,,Создать материал: newspaper archive,Шот 116 не имеет назначенного материала; нужен для сцены 'Свинец и новая картина'.,"Ultra photorealistic historical documentary frame. Scene: Свинец и новая картина. Required visual: newspaper archive. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S15,,,Создать материал: medical record,Шот 117 не имеет назначенного материала; нужен для сцены 'Свинец и новая картина'.,"Ultra photorealistic historical documentary frame. Scene: Свинец и новая картина. Required visual: medical record. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S15,,,Создать материал: lead can archive,Шот 118 не имеет назначенного материала; нужен для сцены 'Свинец и новая картина'.,"Ultra photorealistic historical documentary frame. Scene: Свинец и новая картина. Required visual: lead can archive. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S15,,,Создать материал: newspaper archive,Шот 120 не имеет назначенного материала; нужен для сцены 'Свинец и новая картина'.,"Ultra photorealistic historical documentary frame. Scene: Свинец и новая картина. Required visual: newspaper archive. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S15,,,Создать материал: medical record,Шот 121 не имеет назначенного материала; нужен для сцены 'Свинец и новая картина'.,"Ultra photorealistic historical documentary frame. Scene: Свинец и новая картина. Required visual: medical record. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S15,,,Создать материал: lead can archive,Шот 122 не имеет назначенного материала; нужен для сцены 'Свинец и новая картина'.,"Ultra photorealistic historical documentary frame. Scene: Свинец и новая картина. Required visual: lead can archive. Emotion: ответ снова сложнее. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S16,,,Создать материал: research vessel,Шот 124 не имеет назначенного материала; нужен для сцены 'Современные поиски'.,"Ultra photorealistic historical documentary frame. Scene: Современные поиски. Required visual: research vessel. Emotion: осторожная надежда. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S16,,,Создать материал: satellite map,Шот 125 не имеет назначенного материала; нужен для сцены 'Современные поиски'.,"Ultra photorealistic historical documentary frame. Scene: Современные поиски. Required visual: satellite map. Emotion: осторожная надежда. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S16,,,Создать материал: research vessel,Шот 128 не имеет назначенного материала; нужен для сцены 'Современные поиски'.,"Ultra photorealistic historical documentary frame. Scene: Современные поиски. Required visual: research vessel. Emotion: осторожная надежда. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S16,,,Создать материал: satellite map,Шот 129 не имеет назначенного материала; нужен для сцены 'Современные поиски'.,"Ultra photorealistic historical documentary frame. Scene: Современные поиски. Required visual: satellite map. Emotion: осторожная надежда. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S17,,,Создать материал: shipwreck hull,Шот 133 не имеет назначенного материала; нужен для сцены 'Erebus и Terror найдены'.,"Ultra photorealistic historical documentary frame. Scene: Erebus и Terror найдены. Required visual: shipwreck hull. Emotion: открытие и удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S17,,,Создать материал: closed hatch,Шот 134 не имеет назначенного материала; нужен для сцены 'Erebus и Terror найдены'.,"Ultra photorealistic historical documentary frame. Scene: Erebus и Terror найдены. Required visual: closed hatch. Emotion: открытие и удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S17,,,Создать материал: interior cabin,Шот 135 не имеет назначенного материала; нужен для сцены 'Erebus и Terror найдены'.,"Ultra photorealistic historical documentary frame. Scene: Erebus и Terror найдены. Required visual: interior cabin. Emotion: открытие и удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S17,,,Создать материал: shipwreck hull,Шот 137 не имеет назначенного материала; нужен для сцены 'Erebus и Terror найдены'.,"Ultra photorealistic historical documentary frame. Scene: Erebus и Terror найдены. Required visual: shipwreck hull. Emotion: открытие и удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S17,,,Создать материал: closed hatch,Шот 138 не имеет назначенного материала; нужен для сцены 'Erebus и Terror найдены'.,"Ultra photorealistic historical documentary frame. Scene: Erebus и Terror найдены. Required visual: closed hatch. Emotion: открытие и удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S17,,,Создать материал: interior cabin,Шот 139 не имеет назначенного материала; нужен для сцены 'Erebus и Terror найдены'.,"Ultra photorealistic historical documentary frame. Scene: Erebus и Terror найдены. Required visual: interior cabin. Emotion: открытие и удивление. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
MISSING_VISUAL,high,S18,,,Создать материал: empty horizon,Шот 142 не имеет назначенного материала; нужен для сцены 'Финал: история сохраняет следы'.,"Ultra photorealistic historical documentary frame. Scene: Финал: история сохраняет следы. Required visual: empty horizon. Emotion: уважение. Cold blue-gray palette, restrained BBC/Netflix documentary realism, no fantasy, no modern objects unless the scene requires modern research tools."
